id,relid,year,start_year,end_year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,iso3,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
161849,TUR-1989-1-333-7,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 5/25/1989 TURKISH TROOPS KILL TWO KURDISH REBELS.,,,,,2,Şırnak town,near Sirnak,Siirt province,Şırnak district,37.513930,TUR,42.454324,POINT (42.454324 37.513930),184045,Turkey,640,Middle East,1,1,1989-05-22 00:00:00.000,1989-05-22 00:00:00.000,1,0,0,0,1,1,1,640,
161850,TUR-1989-1-333-8,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 5/25/1989 TURKISH TROOPS KILL TWO KURDISH REBELS.,,,,,1,Eruh town,"in Eruh,",Siirt province,Eruh district,37.751667,TUR,42.181111,POINT (42.181111 37.751667),184045,Turkey,640,Middle East,1,1,1989-05-22 00:00:00.000,1989-05-22 00:00:00.000,0,13,0,0,13,13,13,640,
161851,TUR-1989-1-333-10,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 5/25/1989 TURKISH TROOPS KILL TWO KURDISH REBELS.,,,,,2,Şırnak town,"near Sirnak in the southeastern province of Siirt,",Siirt province,Şırnak district,37.513930,TUR,42.454324,POINT (42.454324 37.513930),184045,Turkey,640,Middle East,1,1,1989-05-24 00:00:00.000,1989-05-24 00:00:00.000,0,2,0,0,2,2,2,640,
161953,TUR-1989-1-333-11,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 6/1/1989 TROOPS STALK GUERRILLAS IN TURKEY'S KURDISH WAR.,,,,,4,Hakkari province,southeastern province of Hakkari.,Hakkari province,,37.466111,TUR,44.064444,POINT (44.064444 37.466111),183329,Turkey,640,Middle East,1,1,1989-06-01 00:00:00.000,1989-06-01 00:00:00.000,0,2,0,0,2,2,2,640,
161954,TUR-1989-1-333-12,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 6/11/1989 KURDISH REBELS KILL SOLDIER, BURN SCHOOL IN SOUTHEAST TURKEY.",,,,,2,Pervari town,near the town of Pervari in Siirt province,Siirt province,Pervari district,37.935734,TUR,42.549274,POINT (42.549274 37.935734),184046,Turkey,640,Middle East,1,1,1989-06-10 00:00:00.000,1989-06-10 00:00:00.000,1,0,0,0,1,1,1,640,
158956,TUR-1989-1-333-13,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 6/22/1989 10 TURKISH SOLDIERS KILLED BY KURDISH GUERRILLAS.,,,,official sources,2,Şırnak town,"near the hill town of Sirnak, 40 km (25 miles) from the Iraqi border.",Siirt province,Şırnak district,37.513930,TUR,42.454324,POINT (42.454324 37.513930),184045,Turkey,640,Middle East,1,1,1989-06-21 00:00:00.000,1989-06-21 00:00:00.000,10,0,0,0,10,10,10,640,
161860,TUR-1989-1-333-14,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 6/29/1989 TEN KILLED IN VIOLENCE INVOLVING TURKEY'S KURDS.,,,,official sources,5,Southeastern Turkey,50 km (30 miles) north of the Syrian frontier,,,37.890868,TUR,42.526891,POINT (42.526891 37.890868),184046,Turkey,640,Middle East,1,1,1989-06-29 00:00:00.000,1989-06-29 00:00:00.000,3,4,2,0,9,9,9,640,
161861,TUR-1989-1-333-15,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 7/18/1989 SEVEN KILLED IN VIOLENCE IN TURKISH SOUTHEAST.,,,,,1,Cudi mountain,"Cudi mountain near where the Turkish, Iraqi and Syrian borders meet.",,,37.369444,TUR,42.344167,POINT (42.344167 37.369444),183325,Turkey,640,Middle East,1,1,1989-07-18 00:00:00.000,1989-07-18 00:00:00.000,1,2,0,0,3,3,3,640,
161862,TUR-1989-1-333-16,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 7/18/1989 SEVEN KILLED IN VIOLENCE IN TURKISH SOUTHEAST.,,,,,2,Hakkari town,near Hakkari in the far southeastern corner of Turkey,Hakkari province,Hakkari district,37.574444,TUR,43.740833,POINT (43.740833 37.574444),184048,Turkey,640,Middle East,1,1,1989-07-18 00:00:00.000,1989-07-18 00:00:00.000,0,2,0,0,2,2,2,640,
161994,TUR-1989-1-333-17,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/11/1989 KURDISH REBEL VIOLENCE KILLS 15 IN TURKEY IN SINGLE DAY.,,,,security sources,4,Adıyaman province,southeastern Adiyaman province,Adıyaman province,,37.750000,TUR,38.250000,POINT (38.250000 37.750000),184037,Turkey,640,Middle East,1,1,1989-08-10 00:00:00.000,1989-08-10 00:00:00.000,4,1,0,0,5,5,5,640,
161995,TUR-1989-1-333-18,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/11/1989 KURDISH REBEL VIOLENCE KILLS 15 IN TURKEY IN SINGLE DAY.,,,,security sources,2,Şırnak town,"near Sirnak, 25 km (15 miles) north of the Iraqi border",Siirt province,Şırnak district,37.513930,TUR,42.454324,POINT (42.454324 37.513930),184045,Turkey,640,Middle East,1,1,1989-08-10 00:00:00.000,1989-08-10 00:00:00.000,0,2,0,0,2,2,2,640,
162000,TUR-1989-1-333-19,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/15/1989 TURKISH POLICE BATTLE SUSPECTED KILLERS OF GENDARMES.,,,,,4,Gümüşhane province,near the town of Siran in neighbouring Gumushane province,Gümüşhane province,,40.388056,TUR,39.418611,POINT (39.418611 40.388056),187639,Turkey,640,Middle East,1,1,1989-08-15 00:00:00.000,1989-08-15 00:00:00.000,0,0,1,0,1,8,1,640,
162001,TUR-1989-1-333-20,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/23/1989 THREE TURKISH SOLDIERS KILLED IN CLASH WITH KURDISH REBELS.,,,,official sources,1,Gabar Mountains,slopes of the rugged Gabar mountain near Sirnak,,,37.465000,TUR,42.173056,POINT (42.173056 37.465000),183325,Turkey,640,Middle East,1,1,1989-08-22 00:00:00.000,1989-08-22 00:00:00.000,3,0,0,0,3,3,3,640,
162003,TUR-1989-1-333-21,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/26/1989 KURDS KILL SOLDIER IN BUS ATTACK ON TURKEY-IRAN HIGHWAY.,,,,,6,Turkey,on the main Ankara-Iran highway,,,39.000000,TUR,35.000000,POINT (35.000000 39.000000),186191,Turkey,640,Middle East,1,1,1989-08-26 00:00:00.000,1989-08-26 00:00:00.000,1,0,0,0,1,1,1,640,
162004,TUR-1989-1-333-22,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/26/1989 KURDS KILL SOLDIER IN BUS ATTACK ON TURKEY-IRAN HIGHWAY.,,,,security sources,5,Turkey/Iraq border,near the Turkish border with Iraq,,,37.225581,TUR,43.647827,POINT (43.647827 37.225581),183328,Turkey,640,Middle East,1,1,1989-08-26 00:00:00.000,1989-08-26 00:00:00.000,1,0,0,0,1,1,1,640,
162006,TUR-1989-1-333-23,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/31/1989 TURKISH POLICE HUNT REBELS AFTER SHOOTING IN IZMIR.,,,,,1,İzmir town,Aegean port,İzmir province,,38.412726,TUR,27.138376,POINT (27.138376 38.412726),184735,Turkey,640,Middle East,1,1,1989-08-31 00:00:00.000,1989-08-31 00:00:00.000,1,0,0,0,1,1,1,640,
162007,TUR-1989-1-333-24,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 9/2/1989 FIVE DIE IN KURDISH AUTONOMY STRUGGLE IN TURKEY.,,,,,1,Cudi mountain,rugged Cudi mountains,,,37.369444,TUR,42.344167,POINT (42.344167 37.369444),183325,Turkey,640,Middle East,1,1,1989-09-01 00:00:00.000,1989-09-01 00:00:00.000,0,2,0,0,2,2,2,640,
162008,TUR-1989-1-333-25,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 9/2/1989 FIVE DIE IN KURDISH AUTONOMY STRUGGLE IN TURKEY.,,,,,4,Siirt province,Siirt province,Siirt province,,37.930000,TUR,42.270278,POINT (42.270278 37.930000),184045,Turkey,640,Middle East,1,1,1989-09-01 00:00:00.000,1989-09-01 00:00:00.000,2,0,1,0,3,3,3,640,
162010,TUR-1989-1-333-26,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 9/14/1989 REBEL KURDS KILL FIVE SOLDIERS IN SOUTHEAST TURKEY CLASH.,,,,security sources,1,Herekol mountain,Herekol mountain near Sirnak in Siirt province,Siirt province,Pervari district,37.763092,TUR,42.467620,POINT (42.467620 37.763092),184045,Turkey,640,Middle East,1,1,1989-09-13 00:00:00.000,1989-09-13 00:00:00.000,5,0,0,0,5,5,5,640,
162011,TUR-1989-1-333-27,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 9/19/1989 TURKISH KURDS PROTEST AT KILLINGS OF SIX VILLAGERS.,,,,,2,Silopi town,Silopi town (in the hills near),Mardin province,,37.243788,TUR,42.463445,POINT (42.463445 37.243788),183325,Turkey,640,Middle East,1,1,1989-09-17 00:00:00.000,1989-09-17 00:00:00.000,0,3,0,6,9,9,9,640,
162013,TUR-1989-1-333-28,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 10/1/1989 TWO KURDISH REBELS KILLED IN SOUTHEAST TURKEY.,,,,security sources,1,Bingöl town,"near the southeastern Turkish town of Bingol, the clash near Dogankoyu village",Bingöl province,Bingöl district,38.884722,TUR,40.493889,POINT (40.493889 38.884722),185481,Turkey,640,Middle East,1,1,1989-09-29 00:00:00.000,1989-09-29 00:00:00.000,0,2,0,0,2,2,2,640,
161957,TUR-1989-1-333-29,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 10/4/1989 KURDISH REBELS CLASH WITH TURKISH TROOPS, THREE DEAD.",,,,officials,4,Van province,"Cepkeli village in the eastern province of Van, 80 km (50 miles) west of the Iranian border",Van province,,38.407357,TUR,43.717793,POINT (43.717793 38.407357),184768,Turkey,640,Middle East,1,1,1989-10-09 00:00:00.000,1989-10-09 00:00:00.000,1,2,0,0,3,3,3,640,
161958,TUR-1989-1-333-30,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 10/4/1989 KURDISH REBELS CLASH WITH TURKISH TROOPS, THREE DEAD.",,,,officials,2,Cukurca village,"southeastern province of Hakkari,  near Cukurca, 15 km (nine miles) from the Iraqi border",Hakkari province,Cukurca district,37.248056,TUR,43.613611,POINT (43.613611 37.248056),183328,Turkey,640,Middle East,1,1,1989-10-09 00:00:00.000,1989-10-09 00:00:00.000,1,2,0,0,3,3,3,640,
161959,TUR-1989-1-333-31,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 10/10/1989 TURKISH TROOPS CLASH WITH KURDISH REBELS, SEVEN DEAD.",,,,,2,Nusaybin town,near Nusaybin town on the Syrian border o,Mardin province,Nusaybin district,37.077795,TUR,41.217797,POINT (41.217797 37.077795),183323,Turkey,640,Middle East,1,1,1989-10-09 00:00:00.000,1989-10-09 00:00:00.000,2,5,0,0,7,7,7,640,
161960,TUR-1989-1-333-32,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 10/15/1989 TURKISH FORCES KILL SEVEN KURDISH REBELS:.,,,,security sources,2,Eruh town,near the southeastern town of Eruh,Siirt province,Eruh district,37.751667,TUR,42.181111,POINT (42.181111 37.751667),184045,Turkey,640,Middle East,1,1,1989-10-14 00:00:00.000,1989-10-14 00:00:00.000,0,7,0,0,7,7,7,640,
161961,TUR-1989-1-333-33,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 10/16/1989 FIVE KILLED IN KURDISH INSURGENCY IN EASTERN TURKEY.,,,,,2,Bahcesaray village,near Bahcesaray town in Van province bordering Iran,Van province,Bahcesaray district,38.124601,TUR,42.798253,POINT (42.798253 38.124601),184766,Turkey,640,Middle East,1,1,1989-10-15 00:00:00.000,1989-10-15 00:00:00.000,1,1,0,0,2,2,2,640,
161909,TUR-1989-1-333-34,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 10/17/1989 THREE KURDISH REBELS, SOLDIER KILLED IN SOUTHEAST TURKEY.",,,,security sources,2,Çanaklı village,near Canakli village,Mardin province,,37.054428,TUR,40.409336,POINT (40.409336 37.054428),183321,Turkey,640,Middle East,1,1,1989-10-16 00:00:00.000,1989-10-16 00:00:00.000,0,3,0,0,3,3,3,640,
161910,TUR-1989-1-333-35,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 10/17/1989 THREE KURDISH REBELS, SOLDIER KILLED IN SOUTHEAST TURKEY.",,,,security sources,2,Şırnak town,near Sirnak,Siirt province,Şırnak district,37.513930,TUR,42.454324,POINT (42.454324 37.513930),184045,Turkey,640,Middle East,1,1,1989-10-17 00:00:00.000,1989-10-17 00:00:00.000,1,0,0,0,1,1,1,640,
158957,TUR-1989-1-333-36,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 10/18/1989 FIVE DEAD IN KURDISH REBEL ATTACKS IN SOUTHEAST TURKEY.,,,,,1,Savur town,"streets of Savur, some 40 km (25 miles) north of the Syrian border,",Mardin province,Savur district,37.538841,TUR,40.887685,POINT (40.887685 37.538841),184042,Turkey,640,Middle East,1,1,1989-10-18 00:00:00.000,1989-10-18 00:00:00.000,1,0,0,0,1,1,1,640,
161871,TUR-1989-1-333-37,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 10/30/1989 SOLDIERS AND KURDISH REBELS KILLED IN TURKISH BATTLE.,,,,officials,2,Lice town,area near Lice in Diyarbakir province,Diyarbakır province,Lice district,38.459167,TUR,40.647500,POINT (40.647500 38.459167),184762,Turkey,640,Middle East,1,1,1989-10-28 00:00:00.000,1989-10-28 00:00:00.000,3,2,0,0,5,5,5,640,
161872,TUR-1989-1-333-38,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 11/4/1989 FIVE KILLED IN KURDISH AMBUSH IN SOUTHEAST TURKEY.,,,,security sources,2,Pervari town,village road near Pervari,Siirt province,Pervari district,37.935734,TUR,42.549274,POINT (42.549274 37.935734),184046,Turkey,640,Middle East,1,1,1989-11-04 00:00:00.000,1989-11-04 00:00:00.000,4,0,1,0,5,5,5,640,
161873,TUR-1989-1-333-39,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 11/6/1989 TURKISH TROOPS BATTLE KURDISH REBELS IN SOUTHEAST.,,,,security sources,1,Şırnak town,"near Sirnak, about 50 km (30 miles) north of the Iraqi border",Siirt province,Şırnak district,37.513930,TUR,42.454324,POINT (42.454324 37.513930),184045,Turkey,640,Middle East,2,2,1989-11-05 00:00:00.000,1989-11-06 00:00:00.000,1,3,1,0,5,5,5,640,
161875,TUR-1989-1-333-40,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 11/24/1989 KURDISH GUERRILLAS, SOLDIERS KILLED IN CLASH.",,,,officials,3,Şırnak district,mountains of Sirnak district near the Iraqi border,Siirt province,Şırnak district,37.513930,TUR,42.454324,POINT (42.454324 37.513930),184045,Turkey,640,Middle East,1,1,1989-11-23 00:00:00.000,1989-11-23 00:00:00.000,2,6,0,0,8,8,8,640,
158958,TUR-1989-1-333-41,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 11/24/1989 FIVE KURDISH GUERRILLAS KILLED IN TURKEY CLASH.,,,,security sources,3,Şırnak district,near Kocagac village in Sirnak district.,Siirt province,Şırnak district,37.513930,TUR,42.454324,POINT (42.454324 37.513930),184045,Turkey,640,Middle East,1,1,1989-11-24 00:00:00.000,1989-11-24 00:00:00.000,0,5,0,0,5,5,5,640,
161866,TUR-1989-1-333-42,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 12/5/1989 TURKISH TROOPS KILL FOUR REBELS ON SYRIAN BORDER.    R 12/6/1989 TURKEY LINKS ARMENIANS WITH KURDISH REBELS.,,,,security sources,5,Turkish - Syrian border,Tigris river border from Syria,,,37.214708,TUR,42.347641,POINT (42.347641 37.214708),183325,Turkey,640,Middle East,1,1,1989-12-05 00:00:00.000,1989-12-05 00:00:00.000,1,13,0,0,14,14,14,640,
161867,TUR-1989-1-333-43,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 12/6/1989 TEN KILLED IN SOUTHEAST TURKEY COAL FIELD FIGHTING.,,,,security sources,5,Cudi mountain,"slopes of Cudi mountain, close to the point where the Syrian and Iraqi borders meet Turke",,,37.369444,TUR,42.344167,POINT (42.344167 37.369444),183325,Turkey,640,Middle East,1,1,1989-12-05 00:00:00.000,1989-12-05 00:00:00.000,1,9,0,0,10,10,10,640,
161876,TUR-1989-1-333-45,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 12/11/1989 KURDISH REBELS KILL TWO SOLDIERS IN SOUTHEAST TURKEY.,,,,official sources,2,Eruh town,near Eruh town 80 km (50 miles) north of the junction of Turkey's borders with Iraq and Syria,Siirt province,Eruh district,37.751667,TUR,42.181111,POINT (42.181111 37.751667),184045,Turkey,640,Middle East,1,1,1989-12-10 00:00:00.000,1989-12-10 00:00:00.000,2,0,0,0,2,2,2,640,
161877,TUR-1989-1-333-46,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 12/11/1989 KURDISH REBELS KILL TWO SOLDIERS IN SOUTHEAST TURKEY.,,,,official sources,2,Tunceli town,near Tunceli,Tunceli province,Tunceli district,39.099212,TUR,39.543511,POINT (39.543511 39.099212),186200,Turkey,640,Middle East,1,1,1989-12-10 00:00:00.000,1989-12-10 00:00:00.000,0,1,0,0,1,1,1,640,
161879,TUR-1989-1-333-47,1989,1989,1989,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 12/17/1989 TURKISH SOLDIERS KILL SIX KURDISH REBELS IN GUNBATTLE.,,,,security sources,2,Eruh town,"near the town of Eruh, 80 km (50 miles) north of the Iraqi border,",Siirt province,Eruh district,37.751667,TUR,42.181111,POINT (42.181111 37.751667),184045,Turkey,640,Middle East,1,1,1989-12-17 00:00:00.000,1989-12-17 00:00:00.000,0,6,0,0,6,6,6,640,
161963,TUR-1990-1-333-999,1990,1990,1990,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 2/2/1990 NINE REBELS, THREE TURKISH SOLDIERS DIE IN CLASH.",,,,,4,Tunceli province,"eastern Turkish province of Tunceli,",Tunceli province,,39.083333,TUR,39.500000,POINT (39.500000 39.083333),186200,Turkey,640,Middle East,1,1,1990-02-02 00:00:00.000,1990-02-02 00:00:00.000,0,0,0,0,0,12,0,640,
